ID,FECHA,DEVICE,TEMPERATURA,AMPERAJE
635,24/07/2023 17:21,ESP32,29,0
636,24/07/2023 17:21,ESP32,29,0
637,24/07/2023 17:21,ESP32,30,0
638,24/07/2023 17:21,ESP32,30,0
639,24/07/2023 17:21,ESP32,29,0
640,24/07/2023 17:21,ESP32,30,0
641,24/07/2023 17:21,ESP32,30,0
642,24/07/2023 17:21,ESP32,30,0
643,24/07/2023 17:21,ESP32,30,0
644,24/07/2023 17:21,ESP32,30,0
645,24/07/2023 17:21,ESP32,30,0
646,24/07/2023 17:21,ESP32,30,0
647,24/07/2023 17:21,ESP32,30,0
648,24/07/2023 17:21,ESP32,30,0
649,24/07/2023 17:21,ESP32,30,0
650,24/07/2023 17:21,ESP32,30,0
651,24/07/2023 17:21,ESP32,30,0
652,24/07/2023 17:21,ESP32,30,0
653,24/07/2023 17:21,ESP32,30,0
654,24/07/2023 17:21,ESP32,30,0
655,24/07/2023 17:21,ESP32,30,0
656,24/07/2023 17:21,ESP32,30,0
657,24/07/2023 17:22,ESP32,29,0
658,24/07/2023 17:22,ESP32,30,0
659,24/07/2023 17:22,ESP32,29,0
660,24/07/2023 17:22,ESP32,30,0
661,24/07/2023 17:22,ESP32,30,0
662,24/07/2023 17:22,ESP32,30,0
663,24/07/2023 17:22,ESP32,30,0
664,24/07/2023 17:22,ESP32,30,0
665,24/07/2023 17:22,ESP32,30,0
666,24/07/2023 17:22,ESP32,30,0
667,24/07/2023 17:22,ESP32,30,0
668,24/07/2023 17:22,ESP32,30,0
669,24/07/2023 17:22,ESP32,30,0
670,24/07/2023 17:22,ESP32,30,0
671,24/07/2023 17:22,ESP32,30,0
672,24/07/2023 17:22,ESP32,30,0
673,24/07/2023 17:22,ESP32,30,0
674,24/07/2023 17:22,ESP32,30,0
675,24/07/2023 17:22,ESP32,30,0
676,24/07/2023 17:22,ESP32,30,0
677,24/07/2023 17:22,ESP32,30,0
678,24/07/2023 17:22,ESP32,30,0
679,24/07/2023 17:22,ESP32,30,0
680,24/07/2023 17:22,ESP32,30,0
681,24/07/2023 17:22,ESP32,30,0
682,24/07/2023 17:22,ESP32,30,0
683,24/07/2023 17:22,ESP32,30,0
684,24/07/2023 17:22,ESP32,30,0
685,24/07/2023 17:22,ESP32,29,0
686,24/07/2023 17:22,ESP32,30,0
687,24/07/2023 17:22,ESP32,30,0
688,24/07/2023 17:22,ESP32,30,0
689,24/07/2023 17:22,ESP32,29,0
690,24/07/2023 17:22,ESP32,30,0
691,24/07/2023 17:22,ESP32,30,0
692,24/07/2023 17:22,ESP32,30,0
693,24/07/2023 17:22,ESP32,30,0
694,24/07/2023 17:22,ESP32,30,0
695,24/07/2023 17:22,ESP32,30,0
696,24/07/2023 17:22,ESP32,30,0
697,24/07/2023 17:22,ESP32,30,0
698,24/07/2023 17:22,ESP32,30,0
699,24/07/2023 17:22,ESP32,30,0
700,24/07/2023 17:22,ESP32,30,0
701,24/07/2023 17:22,ESP32,30,0
702,24/07/2023 17:22,ESP32,30,0
703,24/07/2023 17:22,ESP32,30,0
704,24/07/2023 17:22,ESP32,30,0
705,24/07/2023 17:22,ESP32,30,0
706,24/07/2023 17:22,ESP32,30,0
707,24/07/2023 17:22,ESP32,30,0
708,24/07/2023 17:22,ESP32,30,0
709,24/07/2023 17:22,ESP32,30,0
710,24/07/2023 17:22,ESP32,30,0
711,24/07/2023 17:22,ESP32,30,0
712,24/07/2023 17:22,ESP32,30,0
713,24/07/2023 17:22,ESP32,30,0
714,24/07/2023 17:22,ESP32,30,0
715,24/07/2023 17:22,ESP32,30,0
716,24/07/2023 17:23,ESP32,30,0
717,24/07/2023 17:23,ESP32,30,0
718,24/07/2023 17:23,ESP32,30,0
719,24/07/2023 17:23,ESP32,30,0
720,24/07/2023 17:23,ESP32,30,0
721,24/07/2023 17:23,ESP32,30,0
722,24/07/2023 17:23,ESP32,30,0
723,24/07/2023 17:23,ESP32,30,0
724,24/07/2023 17:23,ESP32,30,0
725,24/07/2023 17:23,ESP32,30,0
726,24/07/2023 17:23,ESP32,30,0
727,24/07/2023 17:23,ESP32,30,0
728,24/07/2023 17:23,ESP32,30,0
729,24/07/2023 17:23,ESP32,30,0
730,24/07/2023 17:23,ESP32,30,0
731,24/07/2023 17:23,ESP32,30,0
732,24/07/2023 17:23,ESP32,30,0
733,24/07/2023 17:23,ESP32,30,0
734,24/07/2023 17:23,ESP32,30,0
735,24/07/2023 17:23,ESP32,30,0
736,24/07/2023 17:23,ESP32,30,0
737,24/07/2023 17:23,ESP32,30,0
738,24/07/2023 17:23,ESP32,30,0
739,24/07/2023 17:23,ESP32,30,0
740,24/07/2023 17:23,ESP32,30,0
741,24/07/2023 17:23,ESP32,30,0
742,24/07/2023 17:23,ESP32,30,0
743,24/07/2023 17:23,ESP32,30,0
744,24/07/2023 17:23,ESP32,30,0
745,24/07/2023 17:23,ESP32,31,0
746,24/07/2023 17:23,ESP32,30,0
747,24/07/2023 17:23,ESP32,30,0
748,24/07/2023 17:23,ESP32,29,0
749,24/07/2023 17:23,ESP32,30,0
750,24/07/2023 17:23,ESP32,30,0
751,24/07/2023 17:23,ESP32,30,0
752,24/07/2023 17:23,ESP32,30,0
753,24/07/2023 17:23,ESP32,30,0
754,24/07/2023 17:23,ESP32,30,0
755,24/07/2023 17:23,ESP32,30,0
756,24/07/2023 17:23,ESP32,30,0
757,24/07/2023 17:23,ESP32,31,0
758,24/07/2023 17:23,ESP32,30,0
759,24/07/2023 17:23,ESP32,30,0
760,24/07/2023 17:23,ESP32,30,0
761,24/07/2023 17:23,ESP32,30,0
762,24/07/2023 17:23,ESP32,31,0
763,24/07/2023 17:23,ESP32,30,0
764,24/07/2023 17:23,ESP32,30,0
765,24/07/2023 17:23,ESP32,30,0
766,24/07/2023 17:23,ESP32,30,0
767,24/07/2023 17:23,ESP32,30,0
768,24/07/2023 17:23,ESP32,30,0
769,24/07/2023 17:23,ESP32,30,0
770,24/07/2023 17:23,ESP32,30,0
771,24/07/2023 17:23,ESP32,30,0
772,24/07/2023 17:23,ESP32,30,0
773,24/07/2023 17:23,ESP32,30,0
774,24/07/2023 17:23,ESP32,30,0
775,24/07/2023 17:23,ESP32,30,0
776,24/07/2023 17:24,ESP32,30,0
777,24/07/2023 17:24,ESP32,30,0
778,24/07/2023 17:24,ESP32,30,0
779,24/07/2023 17:24,ESP32,30,0
780,24/07/2023 17:24,ESP32,30,0
781,24/07/2023 17:24,ESP32,30,0
782,24/07/2023 17:24,ESP32,30,0
783,24/07/2023 17:24,ESP32,30,0
784,24/07/2023 17:24,ESP32,30,0
785,24/07/2023 17:24,ESP32,30,0
786,24/07/2023 17:24,ESP32,30,0
787,24/07/2023 17:24,ESP32,30,0
788,24/07/2023 17:24,ESP32,30,0
789,24/07/2023 17:24,ESP32,30,0
790,24/07/2023 17:24,ESP32,30,0
791,24/07/2023 17:24,ESP32,30,0
792,24/07/2023 17:24,ESP32,30,0
793,24/07/2023 17:24,ESP32,30,0
794,24/07/2023 17:24,ESP32,30,0
795,24/07/2023 17:24,ESP32,30,0
796,24/07/2023 17:24,ESP32,30,0
797,24/07/2023 17:24,ESP32,30,0
798,24/07/2023 17:24,ESP32,30,0
799,24/07/2023 17:24,ESP32,30,0
800,24/07/2023 17:24,ESP32,30,0
801,24/07/2023 17:24,ESP32,30,0
802,24/07/2023 17:24,ESP32,30,0
803,24/07/2023 17:24,ESP32,30,0
804,24/07/2023 17:24,ESP32,30,0
805,24/07/2023 17:24,ESP32,30,0
806,24/07/2023 17:24,ESP32,30,0
807,24/07/2023 17:24,ESP32,30,0
808,24/07/2023 17:24,ESP32,30,0
809,24/07/2023 17:24,ESP32,30,0
810,24/07/2023 17:24,ESP32,30,0
811,24/07/2023 17:24,ESP32,30,0
812,24/07/2023 17:24,ESP32,31,0
813,24/07/2023 17:24,ESP32,30,0
814,24/07/2023 17:24,ESP32,30,0
815,24/07/2023 17:24,ESP32,30,0
816,24/07/2023 17:24,ESP32,30,0
817,24/07/2023 17:24,ESP32,30,0
818,24/07/2023 17:24,ESP32,30,0
819,24/07/2023 17:24,ESP32,30,0
820,24/07/2023 17:24,ESP32,30,0
821,24/07/2023 17:24,ESP32,30,0
822,24/07/2023 17:24,ESP32,30,0
823,24/07/2023 17:24,ESP32,30,0
824,24/07/2023 17:24,ESP32,29,0
825,24/07/2023 17:24,ESP32,30,0
826,24/07/2023 17:24,ESP32,30,0
827,24/07/2023 17:24,ESP32,30,0
828,24/07/2023 17:24,ESP32,30,0
829,24/07/2023 17:24,ESP32,30,0
830,24/07/2023 17:24,ESP32,30,0
831,24/07/2023 17:24,ESP32,30,0
832,24/07/2023 17:24,ESP32,30,0
833,24/07/2023 17:24,ESP32,31,0
834,24/07/2023 17:24,ESP32,30,0
835,24/07/2023 17:25,ESP32,30,0
836,24/07/2023 17:25,ESP32,30,0
837,24/07/2023 17:25,ESP32,30,0
838,24/07/2023 17:25,ESP32,31,0
839,24/07/2023 17:25,ESP32,30,0
840,24/07/2023 17:25,ESP32,30,0
841,24/07/2023 17:25,ESP32,30,0
842,24/07/2023 17:25,ESP32,30,0
843,24/07/2023 17:25,ESP32,30,0
844,24/07/2023 17:25,ESP32,30,0
845,24/07/2023 17:25,ESP32,30,0
846,24/07/2023 17:25,ESP32,30,0
847,24/07/2023 17:25,ESP32,30,0
848,24/07/2023 17:25,ESP32,30,0
849,24/07/2023 17:25,ESP32,30,0
850,24/07/2023 17:25,ESP32,30,0
851,24/07/2023 17:25,ESP32,30,0
852,24/07/2023 17:25,ESP32,30,0
853,24/07/2023 17:25,ESP32,30,0
854,24/07/2023 17:25,ESP32,30,0
855,24/07/2023 17:25,ESP32,30,0
856,24/07/2023 17:25,ESP32,30,0
857,24/07/2023 17:25,ESP32,30,0
858,24/07/2023 17:25,ESP32,30,0
859,24/07/2023 17:25,ESP32,30,0
860,24/07/2023 17:25,ESP32,30,0
861,24/07/2023 17:25,ESP32,30,0
862,24/07/2023 17:25,ESP32,30,0
863,24/07/2023 17:25,ESP32,30,0
864,24/07/2023 17:25,ESP32,30,0
865,24/07/2023 17:25,ESP32,30,0
866,24/07/2023 17:25,ESP32,30,0
867,24/07/2023 17:25,ESP32,30,0
868,24/07/2023 17:25,ESP32,30,0
869,24/07/2023 17:25,ESP32,30,0
870,24/07/2023 17:25,ESP32,30,0
871,24/07/2023 17:25,ESP32,30,0
872,24/07/2023 17:25,ESP32,31,0
873,24/07/2023 17:25,ESP32,30,0
874,24/07/2023 17:25,ESP32,31,0
875,24/07/2023 17:25,ESP32,30,0
876,24/07/2023 17:25,ESP32,30,0
877,24/07/2023 17:25,ESP32,30,0
878,24/07/2023 17:25,ESP32,30,0
879,24/07/2023 17:25,ESP32,31,0
880,24/07/2023 17:25,ESP32,30,0
881,24/07/2023 17:25,ESP32,30,0
882,24/07/2023 17:25,ESP32,30,0
883,24/07/2023 17:25,ESP32,30,0
884,24/07/2023 17:25,ESP32,30,0
885,24/07/2023 17:25,ESP32,31,0
886,24/07/2023 17:25,ESP32,30,0
887,24/07/2023 17:25,ESP32,30,0
888,24/07/2023 17:25,ESP32,30,0
889,24/07/2023 17:25,ESP32,30,0
890,24/07/2023 17:25,ESP32,31,0
891,24/07/2023 17:25,ESP32,30,0
892,24/07/2023 17:25,ESP32,30,0
893,24/07/2023 17:25,ESP32,30,0
894,24/07/2023 17:25,ESP32,30,0
895,24/07/2023 17:26,ESP32,30,0
896,24/07/2023 17:26,ESP32,30,0
897,24/07/2023 17:26,ESP32,30,0
898,24/07/2023 17:26,ESP32,31,0
899,24/07/2023 17:26,ESP32,30,0
900,24/07/2023 17:26,ESP32,30,0
901,24/07/2023 17:26,ESP32,30,0
902,24/07/2023 17:26,ESP32,30,0
903,24/07/2023 17:26,ESP32,30,0
904,24/07/2023 17:26,ESP32,30,0
905,24/07/2023 17:26,ESP32,31,0
906,24/07/2023 17:26,ESP32,30,0
907,24/07/2023 17:26,ESP32,31,0
908,24/07/2023 17:26,ESP32,30,0
909,24/07/2023 17:26,ESP32,30,0
910,24/07/2023 17:26,ESP32,30,0
911,24/07/2023 17:26,ESP32,30,0
912,24/07/2023 17:26,ESP32,30,0
913,24/07/2023 17:26,ESP32,30,0
914,24/07/2023 17:26,ESP32,30,0
915,24/07/2023 17:26,ESP32,30,0
916,24/07/2023 17:26,ESP32,30,0
917,24/07/2023 17:26,ESP32,30,0
918,24/07/2023 17:26,ESP32,30,0
919,24/07/2023 17:26,ESP32,30,0
920,24/07/2023 17:26,ESP32,31,0
921,24/07/2023 17:26,ESP32,30,0
922,24/07/2023 17:26,ESP32,31,0
923,24/07/2023 17:26,ESP32,31,0
924,24/07/2023 17:26,ESP32,30,0
925,24/07/2023 17:26,ESP32,30,0
926,24/07/2023 17:26,ESP32,30,0
927,24/07/2023 17:26,ESP32,30,0
928,24/07/2023 17:26,ESP32,31,0
929,24/07/2023 17:26,ESP32,30,0
930,24/07/2023 17:26,ESP32,30,0
931,24/07/2023 17:26,ESP32,31,0
932,24/07/2023 17:26,ESP32,30,0
933,24/07/2023 17:26,ESP32,30,0
934,24/07/2023 17:26,ESP32,30,0
935,24/07/2023 17:26,ESP32,30,0
936,24/07/2023 17:26,ESP32,30,0
937,24/07/2023 17:26,ESP32,30,0
938,24/07/2023 17:26,ESP32,30,0
939,24/07/2023 17:26,ESP32,31,0
940,24/07/2023 17:26,ESP32,31,0
941,24/07/2023 17:26,ESP32,30,0
942,24/07/2023 17:26,ESP32,30,0
943,24/07/2023 17:26,ESP32,31,0
944,24/07/2023 17:26,ESP32,31,0
945,24/07/2023 17:26,ESP32,31,0
946,24/07/2023 17:26,ESP32,31,0
947,24/07/2023 17:26,ESP32,31,0
948,24/07/2023 17:26,ESP32,30,0
949,24/07/2023 17:26,ESP32,30,0
950,24/07/2023 17:26,ESP32,31,0
951,24/07/2023 17:26,ESP32,30,0
952,24/07/2023 17:26,ESP32,31,0
953,24/07/2023 17:26,ESP32,30,0
954,24/07/2023 17:26,ESP32,31,0
955,24/07/2023 17:27,ESP32,30,0
956,24/07/2023 17:27,ESP32,30,0
957,24/07/2023 17:27,ESP32,31,0
958,24/07/2023 17:27,ESP32,31,0
959,24/07/2023 17:27,ESP32,30,0
960,24/07/2023 17:27,ESP32,31,0
961,24/07/2023 17:27,ESP32,30,0
962,24/07/2023 17:27,ESP32,31,0
963,24/07/2023 17:27,ESP32,31,0
964,24/07/2023 17:27,ESP32,30,0
965,24/07/2023 17:27,ESP32,31,0
966,24/07/2023 17:27,ESP32,31,0
967,24/07/2023 17:27,ESP32,31,0
968,24/07/2023 17:27,ESP32,31,0
969,24/07/2023 17:27,ESP32,31,0
970,24/07/2023 17:27,ESP32,31,0
971,24/07/2023 17:27,ESP32,31,0
972,24/07/2023 17:27,ESP32,31,0
973,24/07/2023 17:27,ESP32,30,0
974,24/07/2023 17:27,ESP32,31,0
975,24/07/2023 17:27,ESP32,30,0
976,24/07/2023 17:27,ESP32,30,0
977,24/07/2023 17:27,ESP32,30,0
978,24/07/2023 17:27,ESP32,30,0
979,24/07/2023 17:27,ESP32,31,0
980,24/07/2023 17:27,ESP32,31,0
981,24/07/2023 17:27,ESP32,31,0
982,24/07/2023 17:27,ESP32,30,0
983,24/07/2023 17:27,ESP32,31,0
984,24/07/2023 17:27,ESP32,30,0
985,24/07/2023 17:27,ESP32,30,0
986,24/07/2023 17:27,ESP32,30,0
987,24/07/2023 17:27,ESP32,31,0
988,24/07/2023 17:27,ESP32,31,0
989,24/07/2023 17:27,ESP32,31,0
990,24/07/2023 17:27,ESP32,30,0
991,24/07/2023 17:27,ESP32,31,0
992,24/07/2023 17:27,ESP32,31,0
993,24/07/2023 17:27,ESP32,31,0
994,24/07/2023 17:27,ESP32,31,0
995,24/07/2023 17:27,ESP32,31,0
996,24/07/2023 17:27,ESP32,31,0
997,24/07/2023 17:27,ESP32,31,0
998,24/07/2023 17:27,ESP32,31,0
999,24/07/2023 17:27,ESP32,31,0
1000,24/07/2023 17:27,ESP32,30,0
1001,24/07/2023 17:27,ESP32,31,0
1002,24/07/2023 17:27,ESP32,31,0
1003,24/07/2023 17:27,ESP32,31,0
1004,24/07/2023 17:27,ESP32,31,0
1005,24/07/2023 17:27,ESP32,31,0
1006,24/07/2023 17:27,ESP32,31,0
1007,24/07/2023 17:27,ESP32,31,0
1008,24/07/2023 17:27,ESP32,30,0
1009,24/07/2023 17:27,ESP32,31,0
1010,24/07/2023 17:27,ESP32,31,0
1011,24/07/2023 17:27,ESP32,31,0
1012,24/07/2023 17:27,ESP32,30,0
1013,24/07/2023 17:27,ESP32,31,0
1014,24/07/2023 17:27,ESP32,31,0
1015,24/07/2023 17:28,ESP32,31,0
1016,24/07/2023 17:28,ESP32,31,0
1017,24/07/2023 17:28,ESP32,31,0
1018,24/07/2023 17:28,ESP32,30,0
1019,24/07/2023 17:28,ESP32,31,0
1020,24/07/2023 17:28,ESP32,31,0
1021,24/07/2023 17:28,ESP32,31,0
1022,24/07/2023 17:28,ESP32,31,0
1023,24/07/2023 17:28,ESP32,31,0
1024,24/07/2023 17:28,ESP32,30,0
1025,24/07/2023 17:28,ESP32,31,0
1026,24/07/2023 17:28,ESP32,31,0
1027,24/07/2023 17:28,ESP32,31,0
1028,24/07/2023 17:28,ESP32,31,0
1029,24/07/2023 17:28,ESP32,31,0
1030,24/07/2023 17:28,ESP32,31,0
1031,24/07/2023 17:28,ESP32,30,0
1032,24/07/2023 17:28,ESP32,31,0
1033,24/07/2023 17:28,ESP32,30,0
1034,24/07/2023 17:28,ESP32,31,0
1035,24/07/2023 17:28,ESP32,31,0
1036,24/07/2023 17:28,ESP32,31,0
1037,24/07/2023 17:28,ESP32,31,0
1038,24/07/2023 17:28,ESP32,31,0
1039,24/07/2023 17:28,ESP32,31,0
1040,24/07/2023 17:28,ESP32,31,0
1041,24/07/2023 17:28,ESP32,31,0
1042,24/07/2023 17:28,ESP32,31,0
1043,24/07/2023 17:28,ESP32,31,0
1044,24/07/2023 17:28,ESP32,31,0
1045,24/07/2023 17:28,ESP32,30,0
1046,24/07/2023 17:28,ESP32,31,0
1047,24/07/2023 17:28,ESP32,31,0
1048,24/07/2023 17:28,ESP32,31,0
1049,24/07/2023 17:28,ESP32,31,0
1050,24/07/2023 17:28,ESP32,31,0
1051,24/07/2023 17:28,ESP32,31,0
1052,24/07/2023 17:28,ESP32,31,0
1053,24/07/2023 17:28,ESP32,31,0
1054,24/07/2023 17:28,ESP32,30,0
1055,24/07/2023 17:28,ESP32,31,0
1056,24/07/2023 17:28,ESP32,31,0
1057,24/07/2023 17:28,ESP32,31,0
1058,24/07/2023 17:28,ESP32,31,0
1059,24/07/2023 17:28,ESP32,31,0
1060,24/07/2023 17:28,ESP32,31,0
1061,24/07/2023 17:28,ESP32,31,0
1062,24/07/2023 17:28,ESP32,31,0
1063,24/07/2023 17:28,ESP32,31,0
1064,24/07/2023 17:28,ESP32,31,0
1065,24/07/2023 17:28,ESP32,31,0
1066,24/07/2023 17:28,ESP32,31,0
1067,24/07/2023 17:28,ESP32,31,0
1068,24/07/2023 17:28,ESP32,31,0
1069,24/07/2023 17:28,ESP32,30,0
1070,24/07/2023 17:28,ESP32,31,0
1071,24/07/2023 17:28,ESP32,31,0
1072,24/07/2023 17:28,ESP32,31,0
1073,24/07/2023 17:28,ESP32,31,0
1074,24/07/2023 17:28,ESP32,31,0
1075,24/07/2023 17:29,ESP32,31,0
1076,24/07/2023 17:29,ESP32,31,0
1077,24/07/2023 17:29,ESP32,31,0
1078,24/07/2023 17:29,ESP32,30,0
1079,24/07/2023 17:29,ESP32,30,0
1080,24/07/2023 17:29,ESP32,30,0
1081,24/07/2023 17:29,ESP32,31,0
1082,24/07/2023 17:29,ESP32,31,0
1083,24/07/2023 17:29,ESP32,31,0
1084,24/07/2023 17:29,ESP32,31,0
1085,24/07/2023 17:29,ESP32,31,0
1086,24/07/2023 17:29,ESP32,30,0
1087,24/07/2023 17:29,ESP32,30,0
1088,24/07/2023 17:29,ESP32,31,0
1089,24/07/2023 17:29,ESP32,31,0
1090,24/07/2023 17:29,ESP32,30,0
1091,24/07/2023 17:29,ESP32,31,0
1092,24/07/2023 17:29,ESP32,31,0
1093,24/07/2023 17:29,ESP32,31,0
1094,24/07/2023 17:29,ESP32,31,0
1095,24/07/2023 17:29,ESP32,31,0
1096,24/07/2023 17:29,ESP32,31,0
1097,24/07/2023 17:29,ESP32,31,0
1098,24/07/2023 17:29,ESP32,30,0
1099,24/07/2023 17:29,ESP32,31,0
1100,24/07/2023 17:29,ESP32,31,0
1101,24/07/2023 17:29,ESP32,31,0
1102,24/07/2023 17:29,ESP32,31,0
1103,24/07/2023 17:29,ESP32,31,0
1104,24/07/2023 17:29,ESP32,30,0
1105,24/07/2023 17:29,ESP32,30,0
1106,24/07/2023 17:29,ESP32,30,0
1107,24/07/2023 17:29,ESP32,31,0
1108,24/07/2023 17:29,ESP32,30,0
1109,24/07/2023 17:29,ESP32,31,0
1110,24/07/2023 17:29,ESP32,31,0
1111,24/07/2023 17:29,ESP32,30,0
1112,24/07/2023 17:29,ESP32,31,0
1113,24/07/2023 17:29,ESP32,30,0
1114,24/07/2023 17:29,ESP32,30,0
1115,24/07/2023 17:29,ESP32,30,0
1116,24/07/2023 17:29,ESP32,31,0
1117,24/07/2023 17:29,ESP32,31,0
1118,24/07/2023 17:29,ESP32,30,0
1119,24/07/2023 17:29,ESP32,30,0
1120,24/07/2023 17:29,ESP32,31,0
1121,24/07/2023 17:29,ESP32,30,0
1122,24/07/2023 17:29,ESP32,31,0
1123,24/07/2023 17:29,ESP32,30,0
1124,24/07/2023 17:29,ESP32,30,0
1125,24/07/2023 17:29,ESP32,30,0
1126,24/07/2023 17:29,ESP32,30,0
1127,24/07/2023 17:29,ESP32,30,0
1128,24/07/2023 17:29,ESP32,31,0
1129,24/07/2023 17:29,ESP32,30,0
1130,24/07/2023 17:29,ESP32,30,0
1131,24/07/2023 17:29,ESP32,30,0
1132,24/07/2023 17:29,ESP32,30,0
1133,24/07/2023 17:29,ESP32,30,0
1134,24/07/2023 17:29,ESP32,30,0
1135,24/07/2023 17:30,ESP32,30,0
1136,24/07/2023 17:30,ESP32,30,0
1137,24/07/2023 17:30,ESP32,30,0
1138,24/07/2023 17:30,ESP32,30,0
1139,24/07/2023 17:30,ESP32,30,0
1140,24/07/2023 17:30,ESP32,30,0
1141,24/07/2023 17:30,ESP32,30,0
1142,24/07/2023 17:30,ESP32,30,0
1143,24/07/2023 17:30,ESP32,30,0
1144,24/07/2023 17:30,ESP32,30,0
1145,24/07/2023 17:30,ESP32,30,0
1146,24/07/2023 17:30,ESP32,30,0
1147,24/07/2023 17:30,ESP32,30,0
1148,24/07/2023 17:30,ESP32,30,0
1149,24/07/2023 17:30,ESP32,29,0
1150,24/07/2023 17:30,ESP32,30,0
1151,24/07/2023 17:30,ESP32,30,0
1152,24/07/2023 17:30,ESP32,30,0
1153,24/07/2023 17:30,ESP32,30,0
1154,24/07/2023 17:30,ESP32,30,0
1155,24/07/2023 17:30,ESP32,30,0
1156,24/07/2023 17:30,ESP32,30,0
1157,24/07/2023 17:30,ESP32,30,0
1158,24/07/2023 17:30,ESP32,30,0
1159,24/07/2023 17:30,ESP32,30,0
1160,24/07/2023 17:30,ESP32,30,0
1161,24/07/2023 17:30,ESP32,30,0
1162,24/07/2023 17:30,ESP32,30,0
1163,24/07/2023 17:30,ESP32,30,0
1164,24/07/2023 17:30,ESP32,30,0
1165,24/07/2023 17:30,ESP32,30,0
1166,24/07/2023 17:30,ESP32,30,0
1167,24/07/2023 17:30,ESP32,30,0
1168,24/07/2023 17:30,ESP32,30,0
1169,24/07/2023 17:30,ESP32,30,0
1170,24/07/2023 17:30,ESP32,30,0
1171,24/07/2023 17:30,ESP32,30,0
1172,24/07/2023 17:30,ESP32,30,0
1173,24/07/2023 17:30,ESP32,30,0
1174,24/07/2023 17:30,ESP32,30,0
1175,24/07/2023 17:30,ESP32,30,0
1176,24/07/2023 17:30,ESP32,30,0
1177,24/07/2023 17:30,ESP32,30,0
1178,24/07/2023 17:30,ESP32,30,0
1179,24/07/2023 17:30,ESP32,29,0
1180,24/07/2023 17:30,ESP32,30,0
1181,24/07/2023 17:30,ESP32,30,0
1182,24/07/2023 17:30,ESP32,30,0
1183,24/07/2023 17:30,ESP32,30,0
1184,24/07/2023 17:30,ESP32,30,0
1185,24/07/2023 17:30,ESP32,29,0
1186,24/07/2023 17:30,ESP32,30,0
1187,24/07/2023 17:30,ESP32,30,0
1188,24/07/2023 17:30,ESP32,30,0
1189,24/07/2023 17:30,ESP32,29,0
1190,24/07/2023 17:30,ESP32,30,0
1191,24/07/2023 17:30,ESP32,30,0
1192,24/07/2023 17:30,ESP32,30,0
1193,24/07/2023 17:30,ESP32,30,0
1194,24/07/2023 17:30,ESP32,30,0
1195,24/07/2023 17:31,ESP32,30,0
1196,24/07/2023 17:31,ESP32,30,0
1197,24/07/2023 17:31,ESP32,29,0
1198,24/07/2023 17:31,ESP32,30,0
1199,24/07/2023 17:31,ESP32,29,0
1200,24/07/2023 17:31,ESP32,30,0
1201,24/07/2023 17:31,ESP32,30,0
1202,24/07/2023 17:31,ESP32,29,0
1203,24/07/2023 17:31,ESP32,30,0
1204,24/07/2023 17:31,ESP32,30,0
1205,24/07/2023 17:31,ESP32,30,0
1206,24/07/2023 17:31,ESP32,30,0
1207,24/07/2023 17:31,ESP32,30,0
1208,24/07/2023 17:31,ESP32,30,0
1209,24/07/2023 17:31,ESP32,30,0
1210,24/07/2023 17:31,ESP32,30,0
1211,24/07/2023 17:31,ESP32,30,0
1212,24/07/2023 17:31,ESP32,30,0
1213,24/07/2023 17:31,ESP32,30,0
1214,24/07/2023 17:31,ESP32,30,0
1215,24/07/2023 17:31,ESP32,30,0
1216,24/07/2023 17:31,ESP32,30,0
1217,24/07/2023 17:31,ESP32,29,0
1218,24/07/2023 17:31,ESP32,30,0
1219,24/07/2023 17:31,ESP32,29,0
1220,24/07/2023 17:31,ESP32,30,0
1221,24/07/2023 17:31,ESP32,30,0
1222,24/07/2023 17:31,ESP32,29,0
1223,24/07/2023 17:31,ESP32,30,0
1224,24/07/2023 17:31,ESP32,30,0
1225,24/07/2023 17:31,ESP32,30,0
1226,24/07/2023 17:31,ESP32,29,0
1227,24/07/2023 17:31,ESP32,29,0
1228,24/07/2023 17:31,ESP32,29,0
1229,24/07/2023 17:31,ESP32,30,0
1230,24/07/2023 17:31,ESP32,30,0
1231,24/07/2023 17:31,ESP32,29,0
1232,24/07/2023 17:31,ESP32,30,0
1233,24/07/2023 17:31,ESP32,29,0
1234,24/07/2023 17:31,ESP32,29,0
1235,24/07/2023 17:31,ESP32,30,0
1236,24/07/2023 17:31,ESP32,29,0
1237,24/07/2023 17:31,ESP32,29,0
1238,24/07/2023 17:31,ESP32,29,0
1239,24/07/2023 17:31,ESP32,30,0
1240,24/07/2023 17:31,ESP32,30,0
1241,24/07/2023 17:31,ESP32,29,0
1242,24/07/2023 17:31,ESP32,29,0
1243,24/07/2023 17:31,ESP32,29,0
1244,24/07/2023 17:31,ESP32,29,0
1245,24/07/2023 17:31,ESP32,29,0
1246,24/07/2023 17:31,ESP32,29,0
1247,24/07/2023 17:31,ESP32,29,0
1248,24/07/2023 17:31,ESP32,30,0
1249,24/07/2023 17:31,ESP32,29,0
1250,24/07/2023 17:31,ESP32,29,0
1251,24/07/2023 17:31,ESP32,29,0
1252,24/07/2023 17:31,ESP32,29,0
1253,24/07/2023 17:31,ESP32,29,0
1254,24/07/2023 17:32,ESP32,30,0
1255,24/07/2023 17:32,ESP32,29,0
1256,24/07/2023 17:32,ESP32,29,0
1257,24/07/2023 17:32,ESP32,29,0
